specimen_number,Tmax01_100Y,Tmax02_100Y,Tmax03_100Y,Tmax04_100Y,Tmax05_100Y,Tmax06_100Y,Tmax07_100Y,Tmax08_100Y,Tmax09_100Y,Tmax10_100Y,Tmax11_100Y,Tmax12_100Y,Tmin01_100Y,Tmin02_100Y,Tmin03_100Y,Tmin04_100Y,Tmin05_100Y,Tmin06_100Y,Tmin07_100Y,Tmin08_100Y,Tmin09_100Y,Tmin10_100Y,Tmin11_100Y,Tmin12_100Y,Tave01_100Y,Tave02_100Y,Tave03_100Y,Tave04_100Y,Tave05_100Y,Tave06_100Y,Tave07_100Y,Tave08_100Y,Tave09_100Y,Tave10_100Y,Tave11_100Y,Tave12_100Y,PPT01_100Y,PPT02_100Y,PPT03_100Y,PPT04_100Y,PPT05_100Y,PPT06_100Y,PPT07_100Y,PPT08_100Y,PPT09_100Y,PPT10_100Y,PPT11_100Y,PPT12_100Y,DD_0_01_100Y,DD_0_02_100Y,DD_0_03_100Y,DD_0_04_100Y,DD_0_05_100Y,DD_0_06_100Y,DD_0_07_100Y,DD_0_08_100Y,DD_0_09_100Y,DD_0_10_100Y,DD_0_11_100Y,DD_0_12_100Y,DD5_01_100Y,DD5_02_100Y,DD5_03_100Y,DD5_04_100Y,DD5_05_100Y,DD5_06_100Y,DD5_07_100Y,DD5_08_100Y,DD5_09_100Y,DD5_10_100Y,DD5_11_100Y,DD5_12_100Y,DD_18_01_100Y,DD_18_02_100Y,DD_18_03_100Y,DD_18_04_100Y,DD_18_05_100Y,DD_18_06_100Y,DD_18_07_100Y,DD_18_08_100Y,DD_18_09_100Y,DD_18_10_100Y,DD_18_11_100Y,DD_18_12_100Y,DD18_01_100Y,DD18_02_100Y,DD18_03_100Y,DD18_04_100Y,DD18_05_100Y,DD18_06_100Y,DD18_07_100Y,DD18_08_100Y,DD18_09_100Y,DD18_10_100Y,DD18_11_100Y,DD18_12_100Y,NFFD01_100Y,NFFD02_100Y,NFFD03_100Y,NFFD04_100Y,NFFD05_100Y,NFFD06_100Y,NFFD07_100Y,NFFD08_100Y,NFFD09_100Y,NFFD10_100Y,NFFD11_100Y,NFFD12_100Y,PAS01_100Y,PAS02_100Y,PAS03_100Y,PAS04_100Y,PAS05_100Y,PAS06_100Y,PAS07_100Y,PAS08_100Y,PAS09_100Y,PAS10_100Y,PAS11_100Y,PAS12_100Y,Eref01_100Y,Eref02_100Y,Eref03_100Y,Eref04_100Y,Eref05_100Y,Eref06_100Y,Eref07_100Y,Eref08_100Y,Eref09_100Y,Eref10_100Y,Eref11_100Y,Eref12_100Y,CMD01_100Y,CMD02_100Y,CMD03_100Y,CMD04_100Y,CMD05_100Y,CMD06_100Y,CMD07_100Y,CMD08_100Y,CMD09_100Y,CMD10_100Y,CMD11_100Y,CMD12_100Y,RH01_100Y,RH02_100Y,RH03_100Y,RH04_100Y,RH05_100Y,RH06_100Y,RH07_100Y,RH08_100Y,RH09_100Y,RH10_100Y,RH11_100Y,RH12_100Y,Tmax_wt_100Y,Tmax_sp_100Y,Tmax_sm_100Y,Tmax_at_100Y,Tmin_wt_100Y,Tmin_sp_100Y,Tmin_sm_100Y,Tmin_at_100Y,Tave_wt_100Y,Tave_sp_100Y,Tave_sm_100Y,Tave_at_100Y,PPT_wt_100Y,PPT_sp_100Y,PPT_sm_100Y,PPT_at_100Y,DD_0_wt_100Y,DD_0_sp_100Y,DD_0_sm_100Y,DD_0_at_100Y,DD5_wt_100Y,DD5_sp_100Y,DD5_sm_100Y,DD5_at_100Y,DD_18_wt_100Y,DD_18_sp_100Y,DD_18_sm_100Y,DD_18_at_100Y,DD18_wt_100Y,DD18_sp_100Y,DD18_sm_100Y,DD18_at_100Y,NFFD_wt_100Y,NFFD_sp_100Y,NFFD_sm_100Y,NFFD_at_100Y,PAS_wt_100Y,PAS_sp_100Y,PAS_sm_100Y,PAS_at_100Y,Eref_wt_100Y,Eref_sp_100Y,Eref_sm_100Y,Eref_at_100Y,CMD_wt_100Y,CMD_sp_100Y,CMD_sm_100Y,CMD_at_100Y,RH_wt_100Y,RH_sp_100Y,RH_sm_100Y,RH_at_100Y,MAT_100Y,MWMT_100Y,MCMT_100Y,TD_100Y,MAP_100Y,MSP_100Y,AHM_100Y,SHM_100Y,DD_0_100Y,DD5_100Y,DD_18_100Y,DD18_100Y,NFFD_100Y,bFFP_100Y,eFFP_100Y,FFP_100Y,PAS_100Y,EMT_100Y,EXT_100Y,Eref_100Y,CMD_100Y,RH_100Y
UCR0077091,18.938,19.485,20.823,22.762,25.356,29.818,34.139,34.445,32.147,27.749,23.087,19.69,3.163,4.089,5.303,7.098,9.592,11.625,14.259,14.804,12.982,9.475,5.4959999999999996,3.198,11.046,11.788,13.065,14.933,17.472,20.719,24.2,24.624,22.566,18.613,14.297,11.441,87.57,93.11,65.9,30.49,12.52,2.75,0.84,3.39,8.08,16.85,32.25,57.19,4.17,3.07,1.66,0.08,0,0,0,0,0,0,0.51,3.48,186.75,186.98,244.46,294.35,386.74,470.84,594.05,607.04,525.81,421.03,273.54,196.98,220.68,177.32,164.45,113.16,61.54,17.77,2.17,2.09,12.64,45.11,128.41,207.43,3.97,3.51,7.92,15.98,38.75,97.68,193.18,206.47,146.97,56.53,13.18,4.84,23.27,23.12,27.78,28.68,30.71,30,31,31,30,30.65,26.77,23.67,0.37,0.11,0,0,0,0,0,0,0,0,0.01,0.03,61.47,71.25,103.67,128.28,158.21,186,214.74,198.94,154.65,112.58,73.54,58.92,16.04,18.82,48.61,98.11,145.69,183.25,213.91,195.46,146.55,95.67,44.4,21.32,51.99,53.22,53.29,53.51,53.99,49.23,46.57,47.18,47.53,48.39,48.52,50.27,19.366,22.984,32.801,27.66,3.473,7.331,13.557,9.318,11.417,15.16,23.18,18.49,238.06,108.9,7.07,57.22,10.64,2.03,0,0.59,570.14,925.57,1671.94,1220.38,605.83,339.11,22.07,186.15,12.22,62.56,497.26,216.7,69.97,87.08,92,87.21,0.67,0,0,0.01,191.65,390.23,599.62,340.73,56.18,292.41,592.62,286.62,51.77,53.55,47.66,48.12,17.072,24.889,10.198,14.698,410.98,27.71,77.666,1355.223,13.34,4388.51,1152.66,788.94,336.23,55.02,339.29,284.32,0.9,-10.8,45.9,1522.25,1227.83,50.32
UCR0077092,17.816,18.481,20.218,23.04,26.479,31.331,35.65,35.646,32.847,28.064,22.54,18.637,2.325,3.269,4.768,6.509,8.894,11.065,14.014,14.554,12.575,8.844,4.739,2.486,10.069,10.876,12.494,14.778,17.689,21.195,24.833,25.105,22.717,18.451999999999998,13.643,10.559,69.6,63.42,57.47,25.04,18.81,1.34,2.44,8.23,5.31,28.23,22.78,38.29,5.55,3.94,2,0.16,0,0,0,0,0,0,0.72,4.43,163.12,166.21,229.82,290.19,393.25,485.2,613.55,621.76,530.12,416.23,255.52,174.46,250.31,200.06,179.95,117.26,58.3,14.95,1.58,1.7,12.05,47.52,144.45,232.11,2.46,2.1,6.53,15.94,42.94,108.7,212.63,221.15,150.57,55.34,10.36,3.1,21.2,21.42,26.9,28.18,30.45,30,31,31,29.99,30.36,25.54,21.83,0.47,0.12,0,0.01,0,0,0,0,0,0,0,0.04,58.51,68.32,101.18,131.01,167.99,198.63,227.24,208.05,159.22,114.43,72.04,56.13,18.25,24.03,51.09,105.92,149.13,197.26,224.75,199.86,153.91,86.6,50.1,25.73,52.42,53.41,53.26,51.24,49.61,44.77,43.08,44.28,45.27,46.2,47.85,50.8,18.306,23.245,34.213,27.815,2.691,6.724,13.211,8.723,10.49,14.991,23.707,18.273,171.45,101.31,11.89,56.26,13.94,2.4,0,0.81,503.33,913.22,1720.41,1201.82,682.84,355.51,18.19,204.19,7.68,65.4,542.35,216.21,64.44,85.48,92,85.78,0.81,0.02,0,0,182.92,400.06,633.86,345.64,68.01,306.14,621.87,290.61,52.23,51.37,44.09,46.41,16.869,25.46,9.198,16.266000000000002,340.85,36,93.159,1077.252,17.13,4339.21,1260.16,831.81,327.64,66.98,333.75,266.76,1.08,-12.6,46.2,1562.57,1286.63,48.52
UCR0077093,18.035,18.983,20.535,22.917,25.562,30.064,34.385,34.65,31.898,27.363,22.685,18.762,3.967,4.918,5.951,7.643,9.691,12.044,14.892,15.237,13.365,10.146,6.4,4.185,10.996,11.954,13.244,15.274,17.63,21.058,24.639,24.945,22.64,18.754,14.549,11.476,60.79,65.07,49.33,24.93,8.02,2.41,1.35,5.64,7.95,11.27,24.45,40.34,4.33,2.96,1.61,0.07,0,0,0,0,0,0,0.46,3.45,185.83,191.37,250,304.45,391.49,480.83,607.54,616.73,527.78,425.3,280.96,198.07,222.25,173.1,159.87,105.34,59.3,15.78,1.83,1.89,12.42,43.54,122.62,206.73,3.88,4.02,8.91,18.92,41.28,105.39,206.6,216.12,148.64,59.5,15.19,5.07,25.08,24.53,28.66,29.08,30.73,30,31,31,30,30.83,27.9,25.88,0.24,0.03,0,0,0,0,0,0,0,0,0,0.02,57.02,67.6,100.1,127.43,158.93,186.29,214.3,198.24,151.14,108.35,70.15,54.42,19.41,24.02,55.1,102.57,150.92,183.99,213.06,192.58,143.24,97.04,46.93,23.6,56.4,56.82,55.74,54.54,53.83,49.7,47.56,47.82,49.02,50.82,51.82,55.16,18.593,23.003,33.036,27.316,4.349,7.764,14.053,9.972,11.473,15.378,23.544,18.644,166.37,82.24,9.29,43.69,10.7,1.92,0,0.51,574.81,945.92,1705.12,1234.08,602.57,324.48,19.41,178.66,12.91,69.21,528.16,223.33,75.43,88.34,92,88.55,0.46,0,0,0,179.03,386.46,598.84,329.7,67.03,308.59,589.63,287.21,56.06,54.72,48.37,50.61,17.257,25.287,10.134,15.154,301.41,25.21,106.642,1508.113,13.15,4460.38,1124.64,833.66,344.28,43.94,344.81,300.87,0.65,-9.2,45.8,1494.08,1252.46,52.41
UCR0077094,18.543,19.172,20.66,23.85,27.093,31.812,36.17,36.18,33.414,28.613,23.074,19.338,2.961,3.796,4.89,6.64,8.843,10.988,14.014,14.692,12.815,9.288,5.441,3.266,10.758000000000001,11.479,12.779,15.249,17.973,21.397,25.092,25.439,23.116,18.95,14.263,11.303,74.73,76.38,60.19,28.2,15.28,1.99,1.91,6.12,5.84,21.57,27.55,46.18,4.57,3.3,1.83,0.07,0,0,0,0,0,0,0.52,3.61,180.18,180.58,237.53,303.89,401.8,491.2,621.42,632,542.21,431.33,273.32,194.1,229.57,185.07,172.33,106.04,53.61,13.7,1.4,1.42,10.54,40.97,129.36,211.45,3.56,3.12,7.3,18.94,46.54,113.46,220.52,231.41,160.66,63.65,13.72,4.81,22.75,22.47,27.08,28.29,30.45,30,31,31,29.99,30.56,26.67,23.85,0.36,0.11,0,0,0,0,0,0,0,0,0,0.02,60.39,70.38,103.33,135.69,172.54,202.43,231.51,211.88,162.34,116.66,73.37,57.69,18.06,21.7,51.39,107.65,157.34,200.54,229.61,205.77,156.63,95.08,47.63,23.78,52.34,53.16,52.58,49.77,48.2,43.69,42.09,43.62,44.68,46.08,48.45,51.26,19.02,23.867,34.725,28.368,3.332,6.789,13.233,9.183,11.174,15.332,23.977,18.778,197.34,103.63,9.96,54.87,11.49,2.18,0,0.57,554.4,943.18,1744.67,1246.82,626.55,331.89,16.57,180.93,11.46,72.81,565.31,238,69.05,85.87,92,87.08,0.64,0,0,0,188.44,411.58,645.79,352.37,63.54,316.38,635.92,299.34,52.32,50.17,43.14,46.42,17.316,25.753,9.911,15.839,365.58,30.99,88.033,1219.219,14.31,4489.51,1155.45,887.67,333.78,60.06,338.45,278.38,0.83,-11.2,46.8,1598.23,1315.18,48.06
UCR0077095,18.688,19.396,21.142,23.923000000000002,27.437,32.25,36.6,36.484,33.635,28.764,23.266,19.498,1.979,2.917,4.482,6.269,8.742,10.889,13.833,14.387,12.39,8.657,4.404,2.137,10.332,11.157,12.815,15.093,18.085,21.563,25.214,25.432,23.009,18.705000000000002,13.835,10.823,63.26,63.82,53.04,25.47,14.56,2.28,3.54,6.14,8.25,20.35,24.15,40.29,5.15,3.66,1.82,0.11,0,0,0,0,0,0,0.63,4.14,169.91,173.21,239.08,299.71,405.29,496.16,625.24,631.89,538.97,423.92,261.31,181.54,242.38,193.14,171.5,109.6,52.09,12.9,1.38,1.4,10.96,44.21,139.74,224.97,2.93,2.66,7.81,18.28,48.76,117.54,224.26,231.24,158.06,59.86,11.47,3.73,20.3,20.75,26.3,27.93,30.42,30,31,31,29.97,30.23,25.01,20.93,0.37,0.11,0,0,0,0,0,0,0,0,0,0.02,61.28,71.81,106.12,136.6,175.12,205.77,235.21,214.57,164.14,117.87,74.58,58.66,21.62,25.93,57.87,111.24,160.58,203.49,231.65,208.49,155.91,97.49,51.35,26.8,49.44,50.27,50.38,48.68,47.24,42.6,40.92,42.38,43.34,44.28,45.43,47.96,19.185,24.166,35.108,28.55,2.337,6.493,13.031,8.482,10.762,15.328,24.07,18.517,167.56,93.06,11.91,52.82,12.99,2.18,0,0.75,524.13,944.11,1753.18,1224.16,660.97,333.26,15.71,194.95,9.34,74.91,573.11,229.4,61.94,84.69,92,85.1,0.66,0,0,0,191.82,417.89,655.56,356.6,74.35,329.69,643.63,304.75,49.2,48.74,42.03,44.35,17.172,25.818,9.438,16.38,325.2,34.69,98.418,1062.95,15.89,4446.04,1204.48,886.73,323.54,71.44,331.44,260.13,0.85,-13.4,46.7,1621.84,1352.42,46.09
UCR0077096,16.193,16.754,18.357,20.783,23.879,29.008,33.883,33.974,30.722,25.877,21.349,16.807,3.983,4.707,5.563,7.126,8.928,11.644,14.967,15.423,13.773,10.431,6.686,4.416,10.084,10.73,11.954,13.954,16.404,20.316,24.425,24.695,22.248,18.157,14.014,10.613,70.63,77.86,55.57,29.85,11.12,1.95,2.45,9.34,12.61,17.32,29.71,49.1,5.53,4.07,2.44,0.35,0,0,0,0,0,0,0.58,4.39,162.92,162.18,213.85,265.91,354.43,458.96,600.98,609.28,516.34,407.12,266.14,175.45,249.94,203.76,194.72,137.85,82.44,20.9,2.02,2.04,14.1,51.84,135.26,230.64,2.42,1.82,4.63,10.96,27.34,89.79,200.09,208.72,139.3,50.12,12.13,3.14,25.12,24.22,28.11,28.7,30.47,30,31,31,30,30.87,28.15,26.34,0.47,0.2,0.02,0.01,0,0,0,0,0,0,0.01,0.08,51.42,59.94,89.88,115.69,148.96,179.42,210.08,192.75,143.22,100.99,65.5,48.64,13.9,16.79,43.47,86.23,137.85,177.57,207.55,183.4,130.59,83.66,38.97,17.71,61.36,62,60.18,58.38,55.76,51,48.78,49.68,52.63,55.01,55.79,60.97,16.582,21.002,32.283,25.986,4.36,7.197,14.014,10.301,10.473,14.102,23.145,18.142,197.67,96.55,13.67,59.58,14,2.82,0,0.71,500,834.14,1669.21,1189.59,684.74,415.06,24.97,201.17,7.35,42.86,498.62,201.54,75.58,87.22,92,88.94,0.95,0.04,0,0.01,160.08,354.43,582.18,309.67,48.4,267.55,568.52,253.22,61.47,58.08,49.77,54.46,16.467,25.049,9.173,15.881,367.36,37.48,84.55799999999999,1021.819,17.56,4193.48,1325.48,750.39,343.74,46.61,346.38,299.78,1.25,-9.2,44.9,1406.4,1137.69,55.95
UCR0077097,18.49,19.152,20.667,23.795,27.014,31.719,36.081,36.12,33.338,28.542,23.004,19.262,2.857,3.762,4.938,6.679,8.947,11.071,14.032,14.675,12.786,9.225,5.321,3.109,10.677,11.458,12.811,15.244,17.985,21.398,25.056,25.399,23.061,18.891,14.171,11.181,73.14,74.12,58.9,27.15,15.43,1.74,1.91,6.32,5.26,22.42,26.29,44.21,4.66,3.33,1.81,0.07,0,0,0,0,0,0,0.53,3.71,178,179.96,238.43,303.74,402.19,491.15,620.29,630.86,540.48,429.46,270.58,190.78,232.04,185.67,171.51,106.08,53.46,13.69,1.43,1.45,10.76,41.73,131.62,214.67,3.41,3.09,7.44,18.89,46.7,113.35,219.39,230.3,159.19,62.51,13.06,4.5,22.55,22.42,27.13,28.34,30.47,30,31,31,29.99,30.53,26.46,23.41,0.36,0.11,0,0,0,0,0,0,0,0,0,0.02,60.27,70.27,103.28,135.36,171.68,201.55,230.74,211.43,161.93,116.42,73.23,57.55,18.35,22.21,51.96,108.2,156.38,199.91,228.85,205.11,156.69,94.01,48.41,24.37,52.26,53.12,52.64,49.96,48.65,44.02,42.28,43.68,44.75,46.08,48.26,51,18.971,23.83,34.641,28.296,3.2359999999999998,6.859,13.254,9.111,11.098,15.339,23.953,18.704,191.53,101.43,9.81,53.96,11.77,2.17,0,0.6,548.32,944.24,1742.34,1240.51,632.84,330.99,16.64,184.07,10.95,73.09,563.04,234.76,68.34,85.97,92,86.9,0.65,0,0,0,188.13,410.38,643.73,351.61,64.93,316.54,633.87,299.11,52.09,50.43,43.36,46.37,17.274,25.714,9.833,15.884,356.57,30.4,90.185,1255.34,14.51,4475.89,1164.13,881.84,333.11,60.56,337.71,277.12,0.83,-11.4,46.8,1593.77,1314.45,48.12
UCR0077098,17.15,17.63,19.084,22.199,25.174,29.872,34.201,34.596000000000004,31.732,27.136,21.879,17.828,4.396,4.805,5.929,7.117,8.794,11.276,14.201,15.182,13.51,10.469,6.99,5.09,10.775,11.223,12.508000000000001,14.661,16.98,20.573,24.202,24.882,22.626,18.797,14.432,11.461,67.5,72.89,55.56,31.87,11.02,1.74,1.3,5.5,12.23,10.59,30.57,45.42,4.54,3.52,2,0.2,0,0,0,0,0,0,0.47,3.46,179.81,173.2,228.74,286.31,371.91,466.55,594.11,615.15,527.46,426.74,277.79,197.6,229.05,191.65,179.51,119.82,70.52,18.8,2.22,1.91,12.48,42.71,125.11,207.02,3.48,2.45,5.92,14.44,32.91,94.82,193.23,214.58,148.4,60.18,14.28,4.93,25.94,24.34,28.58,28.71,30.46,30,31,31,30,30.88,28.55,27.66,0.33,0.11,0,0.01,0,0,0,0,0,0,0.01,0.02,54.13,63.23,93.14,124.47,158.73,187.04,215.06,198.37,150.27,107.26,67.29,51.13,16.25,19.33,45.68,92.96,147.6,185.36,213.98,192.9,138,96.66,39.86,20.05,60.02,59.96,59.32,54.85,52.31,48.21,46.33,47.81,49.77,52.26,55.32,60.18,17.529,22.151,32.888,26.915,4.758,7.276,13.552,10.324,11.142,14.716,23.221,18.618,185.96,98.59,8.28,53.46,11.6,2.39,0,0.52,550.08,886.98,1675.8,1232.03,628.16,369.87,22.87,180.33,10.77,53.29,502.59,222.84,77.97,87.73,92,89.32,0.58,0.02,0,0.01,168.59,376.32,600.54,324.72,55.63,286.24,592.24,274.52,60.06,55.57,47.45,52.46,16.924,25.078,9.925,15.16,346.11,31.63,91.599,1306.455,14.48,4345.32,1200.83,789.57,346.79,42.71,349.14,306.41,0.82,-8.4,46.1,1470.12,1208.63,53.84
UCR0077099,18.54,19.234,20.783,23.855,27.064,31.758,36.109,36.181,33.364,28.599,23.068,19.307,2.95,3.809,4.953,6.651,8.84,11.046,14.047,14.703,12.821,9.288,5.439,3.267,10.744,11.526,12.862,15.254999999999999,17.951,21.399,25.082,25.443,23.095,18.942,14.261,11.284,72.41,72.08,57.76,26.27,15.87,1.72,1.81,6.5,4.52,23.57,25.17,42.61,4.59,3.26,1.77,0.07,0,0,0,0,0,0,0.53,3.63,179.92,181.62,240.06,304.13,401.22,491.28,621.18,632.2,541.43,431.06,273.21,193.58,229.9,183.92,169.85,105.83,53.87,13.68,1.4,1.42,10.68,41.06,129.48,211.86,3.55,3.17,7.63,18.97,46.27,113.48,220.19,231.56,159.98,63.47,13.63,4.78,22.73,22.5,27.14,28.31,30.45,30,31,31,29.99,30.57,26.67,23.82,0.36,0.1,0,0,0,0,0,0,0,0,0,0.02,60.31,70.51,103.85,135.67,172.34,201.93,230.88,211.82,161.94,116.47,73.28,57.51,18.58,22.78,52.99,109.38,156.43,200.26,229.15,205.3,157.43,92.92,49.34,24.93,52.32,53.08,52.45,49.8,48.29,43.89,42.29,43.65,44.83,46.14,48.49,51.34,19.022,23.899,34.677,28.338,3.337,6.815,13.261,9.187,11.179,15.357,23.978,18.758,187.27,99.89,9.86,53.3,11.47,2.12,0,0.57,554.59,945.38,1744.6,1245.62,626.24,329.62,16.6,181.22,11.44,72.97,565.28,237.07,69.05,85.95,92,87.08,0.6,0,0,0,188.4,411.79,644.64,351.7,66.29,318.8,634.71,299.69,52.29,50.15,43.31,46.49,17.319,25.753,9.911,15.839,350.26,30.23,92.064,1280.307,14.22,4490.75,1153.16,886.83,333.96,60.03,338.39,278.36,0.81,-11.3,46.9,1596.54,1319.49,48.11
UCR0077100,13.083,13.432,14.86,18.104,22.108,27.294,31.035,30.723,28.387999999999998,23.203,17.873,14.055,-0.689,-0.196,0.612,2.782,5.468,9.241,13.263,13.315,10.946,6.564,2.39,0.334,6.196,6.614,7.737,10.446,13.789,18.263,22.149,22.022,19.661,14.887,10.135,7.191,96.41,101.24,95.02,52.34,21.64,3.52,16.44,19.2,18.46,26.08,54.68,81.64,15.91,12.62,8.49,1.81,0,0,0,0,0,0.07,2.58,11.16,78.36,78.24,108.93,169.48,275.51,397.27,530.97,526.83,439.42,307.68,160.91,94.85,369.53,314.73,320.42,231.3,145.57,43.75,6.01,7.5,32.23,117.57,237.98,332.5,0.02,0.01,0.18,1.42,9.45,52.58,132.61,130.24,81.76,14.93,1.02,0.2,13.4,13.15,16.67,22.01,27.87,29.88,31,31,29.77,28.75,20.73,15.96,3.53,2.58,1.99,0.73,0.09,0,0,0,0,0,0.65,1.34,46.9,55.06,81.97,109.39,145.48,173.38,192.94,175.33,136.53,96.02,59.69,45.61,9.25,11.46,26.49,62.33,124.01,169.82,176.49,156.19,118.75,70.98,23.56,11.72,55.41,55.98,54.82,52.93,50.61,48.76,50.58,51.44,50.64,51.1,52.45,56.25,13.519,18.363,29.683,23.153,-0.196,2.956,11.939,6.631,6.663,10.66,20.812,14.892,279.62,168.98,39.17,99.13,39.6,10.33,0,2.77,251.04,553.85,1455.14,907.99,1017.15,697.34,57.27,387.67,0.22,11.12,315.48,97.72,42.39,66.62,91.79,79.12,7.6,2.93,0,0.69,147.53,336.74,541.65,292.24,32.43,212.83,502.5,213.29,55.91,52.81,50.24,51.34,13.259,22.591,5.301,17.294,586.57,79.22,46.763,395.446,52.73,3168.44,2159.02,424.48,279.95,120.38,310.64,190.2,11.38,-19.1,41.4,1318.14,961.05,52.58
UCR0077101,16.413,17.302,19.451999999999998,22.307,26.193,31.095,34.741,34.249,31.675,26.313,21.405,17.27,1.84,2.643,3.63,5.854,8.366,11.796,15.625,15.833,13.063,8.934,4.8870000000000005,2.641,9.132,9.969,11.533,14.077,17.281,21.444,25.177,25.04,22.366,17.624,13.151,9.957,74.9,88.41,69.84,33.36,12.34,2.03,8.59,10.26,17.53,15.88,33.81,55.95,7.37,5.14,2.81,0.35,0,0,0,0,0,0,0.91,5.36,141.22,146.51,204.46,270.4,380.94,492.62,624.07,619.84,519.87,390.96,242.48,159.98,279.22,223.74,207.13,135.14,66.25,13.98,1.41,1.81,13.77,61.21,157.13,249.93,1.44,1.35,4.56,13.06,39.15,115.07,223.18,219.27,142.13,44.23,8.89,2.58,20,20.06,24.52,27.43,30.24,30,31,31,29.99,30.32,25.79,22.23,0.92,0.39,0.09,0.03,0,0,0,0,0,0,0.08,0.26,54.24,64.52,98.57,127.47,166.87,194.78,214.91,193.55,150.55,105.54,67.6,51.7,15.19,17.19,43.8,94.55,154.53,192.74,206.3,183.36,133.19,89.75,38.25,18.4,54.45,54.56,52.03,51.23,48.94,46.95,48.53,50.04,48.82,50.15,50.76,54.55,16.998,22.654,33.363,26.459,2.362,5.947,14.416,8.963,9.678,14.295,23.888,17.717,219.51,115.73,20.92,67.22,17.98,3.34,0,1.02,447.37,855.81,1736.49,1153.28,753.28,408.43,17.15,232.1,5.34,56.75,557.49,195.23,62.09,82.19,92,86.01,1.74,0.16,0,0.08,170.43,393.05,603.31,323.72,50.78,292.88,582.4,261.19,54.5,50.73,48.49,49.92,16.399,25.655,8.179,17.475,423.06,50.77,73.833,727.164,22.2,4193.45,1410.53,814.84,322.25,77.62,329.88,252.26,2.12,-13.9,44,1490.42,1187.25,50.9
UCR0077102,16.016,16.606,18.242,22.05,25.63,30.5,34.665,34.459,31.98,26.768,20.906,16.949,2.337,2.822,3.865,5.397,7.54,10.365,13.883000000000001,14.49,12.45,8.589,5.005,3.02,9.176,9.712,11.054,13.722,16.586,20.434,24.278,24.476,22.213,17.684,12.952,9.984,61,77.3,65.15,30.77,13.56,1.76,8.01,12.63,9.37,13.55,32.59,54.51,7.1,5.44,3.12,0.41,0,0,0,0,0,0,0.96,5.19,141.51,139.67,190.02,259.7,359.98,462.25,596.38,602.44,515.39,392.73,236.12,159.71,277.77,230.31,220.39,143.79,78.65,20.09,2.16,2.28,14.23,59.29,161.77,248.44,1.39,0.89,2.86,10.22,29.77,92.08,195.49,201.82,138.43,43.63,7.4,2.27,21.23,20.5,25.12,26.95,29.79,29.99,31,31,29.99,30.2,26,23.21,0.6,0.36,0.08,0.02,0,0,0,0,0,0,0.06,0.2,53.49,62.7,93.2,127.49,165.23,194.24,219.98,199.79,154.76,109.4,66.93,51.41,17.56,17.63,41.48,97.07,151.76,192.52,211.98,187.2,145.35,95.84,38.55,17.92,56.94,56.86,55.67,50.62,48.09,44.83,44.73,46.5,46.71,48.28,52.27,56.5,16.518,21.976,33.207,26.558,2.715,5.5969999999999995,12.915,8.681,9.616,13.787,23.066,17.618,192.98,109.39,22.43,55.49,17.68,3.68,0,1.09,440.43,809.69,1661.06,1144.2,756.86,442.84,24.5,235.2,4.57,42.97,489.36,189.46,64.85,81.83,91.96,86.08,1.45,0.14,0,0.06,167.55,385.95,614.05,331.08,53.11,290.31,591.7,279.74,56.76,51.49,45.28,49.09,16.025,24.867,8.324,16.535,380.04,45.18,80.043,753.409,22.36,4055.74,1458.95,726.37,324.63,77.64,332.59,254.94,1.79,-12.6,44.9,1498.59,1214.86,50.63
UCR0077103,18.703,18.951,19.985,22.141,24.78,29.204,33.547,33.884,31.626,27.378,22.872,19.480999999999998,4.08,4.784,5.655,7.337,9.486,11.478,14.225999999999999,15.114,13.358,10.27,6.52,4.311,11.393,11.869,12.825,14.736,17.122,20.337,23.885,24.498,22.493,18.818,14.693,11.896,90.18,96.2,70.61,34.98,13.68,3.52,0.92,3.03,8.93,16.98,37.46,63.66,3.8,3.03,1.78,0.17,0,0,0,0,0,0,0.41,3.05,195.72,188.59,236.98,288.56,376.4,459.46,584.42,603.22,523.53,427.35,284.93,209.29,210.87,175.32,170.91,117.88,67.69,20.46,2.57,2.23,12.91,42.38,118.93,195.3,4.63,3.66,6.81,14.42,34.07,89.76,183.61,202.67,145.06,59.81,15.78,6.06,25.28,24.34,28.31,28.86,30.68,30,31,31,30,30.85,28.05,26.13,0.33,0.1,0,0.01,0,0,0,0,0,0,0,0.02,60.08,68.64,98.88,124.14,154.41,181.83,210.21,193.9,150.83,109.67,71.89,57.48,14.93,17.13,42.94,89.78,140.66,178.23,209.31,190.94,141.91,92.63,39.79,19.24,55.08,56.43,56.29,55.59,55.1,50.15,47.65,49.12,49.55,51.14,51.71,53.77,19.051,22.299,32.211,27.287,4.382,7.492,13.609,10.047,11.715,14.899,22.91,18.67,250.27,119.29,7.53,63.36,9.87,2.19,0,0.46,593.09,901.87,1647.12,1235.82,581.94,356.41,25.25,174.32,14.28,55.29,476.03,220.62,75.73,87.75,92,88.76,0.61,0.02,0,0,186.21,377.37,585.97,332.41,51.3,273.38,578.48,274.33,55.13,55.65,49,50.85,17.046,24.703,10.522,14.185,440.25,30.18,72.146,1212.592,12.5,4378.44,1137.56,766.27,344.06,44.05,346.54,302.4,0.89,-8.8,45.5,1481.94,1177.49,52.63
