specimen_number,Tmax01_100Y,Tmax02_100Y,Tmax03_100Y,Tmax04_100Y,Tmax05_100Y,Tmax06_100Y,Tmax07_100Y,Tmax08_100Y,Tmax09_100Y,Tmax10_100Y,Tmax11_100Y,Tmax12_100Y,Tmin01_100Y,Tmin02_100Y,Tmin03_100Y,Tmin04_100Y,Tmin05_100Y,Tmin06_100Y,Tmin07_100Y,Tmin08_100Y,Tmin09_100Y,Tmin10_100Y,Tmin11_100Y,Tmin12_100Y,Tave01_100Y,Tave02_100Y,Tave03_100Y,Tave04_100Y,Tave05_100Y,Tave06_100Y,Tave07_100Y,Tave08_100Y,Tave09_100Y,Tave10_100Y,Tave11_100Y,Tave12_100Y,PPT01_100Y,PPT02_100Y,PPT03_100Y,PPT04_100Y,PPT05_100Y,PPT06_100Y,PPT07_100Y,PPT08_100Y,PPT09_100Y,PPT10_100Y,PPT11_100Y,PPT12_100Y,DD_0_01_100Y,DD_0_02_100Y,DD_0_03_100Y,DD_0_04_100Y,DD_0_05_100Y,DD_0_06_100Y,DD_0_07_100Y,DD_0_08_100Y,DD_0_09_100Y,DD_0_10_100Y,DD_0_11_100Y,DD_0_12_100Y,DD5_01_100Y,DD5_02_100Y,DD5_03_100Y,DD5_04_100Y,DD5_05_100Y,DD5_06_100Y,DD5_07_100Y,DD5_08_100Y,DD5_09_100Y,DD5_10_100Y,DD5_11_100Y,DD5_12_100Y,DD_18_01_100Y,DD_18_02_100Y,DD_18_03_100Y,DD_18_04_100Y,DD_18_05_100Y,DD_18_06_100Y,DD_18_07_100Y,DD_18_08_100Y,DD_18_09_100Y,DD_18_10_100Y,DD_18_11_100Y,DD_18_12_100Y,DD18_01_100Y,DD18_02_100Y,DD18_03_100Y,DD18_04_100Y,DD18_05_100Y,DD18_06_100Y,DD18_07_100Y,DD18_08_100Y,DD18_09_100Y,DD18_10_100Y,DD18_11_100Y,DD18_12_100Y,NFFD01_100Y,NFFD02_100Y,NFFD03_100Y,NFFD04_100Y,NFFD05_100Y,NFFD06_100Y,NFFD07_100Y,NFFD08_100Y,NFFD09_100Y,NFFD10_100Y,NFFD11_100Y,NFFD12_100Y,PAS01_100Y,PAS02_100Y,PAS03_100Y,PAS04_100Y,PAS05_100Y,PAS06_100Y,PAS07_100Y,PAS08_100Y,PAS09_100Y,PAS10_100Y,PAS11_100Y,PAS12_100Y,Eref01_100Y,Eref02_100Y,Eref03_100Y,Eref04_100Y,Eref05_100Y,Eref06_100Y,Eref07_100Y,Eref08_100Y,Eref09_100Y,Eref10_100Y,Eref11_100Y,Eref12_100Y,CMD01_100Y,CMD02_100Y,CMD03_100Y,CMD04_100Y,CMD05_100Y,CMD06_100Y,CMD07_100Y,CMD08_100Y,CMD09_100Y,CMD10_100Y,CMD11_100Y,CMD12_100Y,RH01_100Y,RH02_100Y,RH03_100Y,RH04_100Y,RH05_100Y,RH06_100Y,RH07_100Y,RH08_100Y,RH09_100Y,RH10_100Y,RH11_100Y,RH12_100Y,Tmax_wt_100Y,Tmax_sp_100Y,Tmax_sm_100Y,Tmax_at_100Y,Tmin_wt_100Y,Tmin_sp_100Y,Tmin_sm_100Y,Tmin_at_100Y,Tave_wt_100Y,Tave_sp_100Y,Tave_sm_100Y,Tave_at_100Y,PPT_wt_100Y,PPT_sp_100Y,PPT_sm_100Y,PPT_at_100Y,DD_0_wt_100Y,DD_0_sp_100Y,DD_0_sm_100Y,DD_0_at_100Y,DD5_wt_100Y,DD5_sp_100Y,DD5_sm_100Y,DD5_at_100Y,DD_18_wt_100Y,DD_18_sp_100Y,DD_18_sm_100Y,DD_18_at_100Y,DD18_wt_100Y,DD18_sp_100Y,DD18_sm_100Y,DD18_at_100Y,NFFD_wt_100Y,NFFD_sp_100Y,NFFD_sm_100Y,NFFD_at_100Y,PAS_wt_100Y,PAS_sp_100Y,PAS_sm_100Y,PAS_at_100Y,Eref_wt_100Y,Eref_sp_100Y,Eref_sm_100Y,Eref_at_100Y,CMD_wt_100Y,CMD_sp_100Y,CMD_sm_100Y,CMD_at_100Y,RH_wt_100Y,RH_sp_100Y,RH_sm_100Y,RH_at_100Y,MAT_100Y,MWMT_100Y,MCMT_100Y,TD_100Y,MAP_100Y,MSP_100Y,AHM_100Y,SHM_100Y,DD_0_100Y,DD5_100Y,DD_18_100Y,DD18_100Y,NFFD_100Y,bFFP_100Y,eFFP_100Y,FFP_100Y,PAS_100Y,EMT_100Y,EXT_100Y,Eref_100Y,CMD_100Y,RH_100Y
UCR0077104,18.806,19.084,20.116,21.948999999999998,24.495,28.868,33.211,33.613,31.415,27.236,22.953,19.587,4.044,4.785,5.643,7.372,9.556,11.529,14.23,15.073,13.322,10.23,6.45,4.186,11.427,11.935,12.878,14.664,17.018,20.196,23.719,24.341,22.368,18.73,14.702,11.889,89.77,96.07,69.92,34.49,13.52,3.43,0.79,2.95,8.78,16.93,36.75,62.69,3.79,2.96,1.76,0.19,0,0,0,0,0,0,0.41,3.05,196.54,190.07,238.6,286.26,373.31,455.29,579.31,598.33,519.9,424.66,285.04,208.94,209.84,173.74,169.28,119.73,69.6,21.59,2.79,2.46,13.49,43.57,118.81,195.44,4.68,3.74,6.97,13.89,32.7,86.92,178.56,197.79,142.11,58.03,15.74,5.98,25.21,24.34,28.31,28.87,30.7,30,31,31,30,30.84,27.92,25.9,0.32,0.1,0,0.01,0,0,0,0,0,0,0,0.02,60.41,69.16,99.55,122.91,152.12,179.17,207.58,192.02,149.62,109.12,72.29,57.96,15.16,17.36,43.68,88.97,138.59,175.76,206.62,189.16,140.91,92.18,40.52,19.59,54.77,56.16,55.94,56.18,55.95,51,48.35,49.57,50.01,51.31,51.28,53.18,19.158,22.19,31.903,27.203,4.331,7.524,13.609,10.002,11.74,14.852,22.755,18.6,248.69,117.93,7.21,62.43,9.77,2.15,0,0.46,595.06,898.17,1632.97,1229.52,579.43,358.5,26.76,175.69,14.31,53.53,463.24,215.85,75.46,87.78,92,88.62,0.58,0.02,0,0,187.4,374.54,578.8,331.04,52.11,271.24,571.54,273.61,54.64,56.05,49.67,50.9,16.99,24.538,10.553,13.988,436.13,29.53,72.706,1237.064,12.43,4356.13,1140.06,747.02,343.8,44.29,346.06,301.89,0.85,-8.8,45.4,1471.78,1168.5,52.82
UCR0077105,18.447,19.218,21.02,23.789,27.19,31.975,36.34,36.25,33.437,28.561,23.051,19.27,2.206,3.2479999999999998,4.825,6.618,9.065,11.198,14.104,14.532,12.562,8.816,4.628,2.338,10.325,11.231,12.925,15.2,18.128,21.589,25.229,25.395,22.995,18.688,13.837,10.801,64,64.32,55.27,24.89,15.27,1.74,3,6.65,6.42,22.2,24.55,40.54,5.18,3.57,1.77,0.08,0,0,0,0,0,0,0.63,4.14,169.71,174.81,242.34,302.75,406.44,496.95,625.42,630.59,538.64,423.33,261.37,180.94,242.5,191.42,168.44,107.18,51.53,12.83,1.38,1.46,11,44.51,139.63,225.53,2.91,2.75,8.22,18.96,49.25,118.25,224.52,229.98,157.75,59.44,11.44,3.66,20.94,21.4,26.95,28.23,30.5,30,31,31,29.98,30.33,25.35,21.43,0.37,0.11,0,0,0,0,0,0,0,0,0,0.02,60.28,70.69,104.88,135.18,172.6,202.98,232.4,212.37,162.43,116.52,73.58,57.81,20.8,25.37,55.43,110.25,157.33,201.36,229.36,205.75,156.13,94.31,50.09,26.03,50.55,51.58,51.58,49.81,48.51,43.85,41.99,43.13,44.12,45.08,46.46,48.98,18.975,23.999,34.852,28.348,2.585,6.828,13.282,8.672,10.78,15.415,24.066,18.511,168.96,95.39,11.37,53.11,12.95,2.1,0,0.73,524.99,951.5,1752.99,1223.26,659.88,327.11,15.63,195.13,9.3,76.53,572.71,228.7,63.75,85.76,92,85.58,0.68,0,0,0,188.83,412.58,647.75,352.48,72.2,323.01,636.47,300.53,50.39,49.94,43.02,45.22,17.2,25.802,9.445,16.357,328.69,32.93,97.71900000000001,1156.598,15.73,4453.3,1197.33,887.27,326.94,67.03,333.01,266.06,0.86,-12.9,46.5,1601.7,1332.21,47.16
UCR0077106,11.701,12.526,14.108,17.166,20.625,25.434,29.255,28.963,26.571,21.522,16.41,12.523,-3.444,-2.9,-1.983,0.209,2.96,6.744,10.907,10.625,7.985,3.655,-0.406,-2.611,4.127,4.812,6.057,8.688,11.793,16.091,20.083,19.796,17.284,12.587,8.001,4.958,104.39,136.37,108.98,51.99,28.76,7.99,10.82,14.76,23.63,28.61,49.92,93.55,27.35,20.47,14.08,3.46,0.09,0,0,0,0,0.49,5.43,20.49,45.99,50.88,75.9,126.11,215.38,332.12,467.38,458.48,368.67,238.7,111.66,55.1,433.21,365.18,372.31,281.39,199.28,82.22,15.99,20.86,63.85,177.09,300.64,401.69,0,0,0.04,0.28,2.67,24.93,80.91,76.73,42.57,4.02,0.08,0,7.43,7.26,9.66,14.84,23.03,28.78,31,31,28.66,24.35,13.65,8.66,8.36,8.71,6.75,2.26,0.55,0,0,0,0.03,0.01,1.53,4.54,44.34,53.74,80.82,107.42,140.15,165.54,185.54,169.35,131.16,91.69,56.72,42.97,7.99,8.63,22.36,61.11,112.04,157.56,174.7,154.62,109.11,64.26,22.87,9.84,50.08,49.81,48.72,47.96,47.5,46.51,48.61,48.57,47.22,47.32,48.06,50.61,12.25,17.307,27.886,21.503,-2.989,0.395,9.422,3.7479999999999998,4.623,8.852,18.651,12.619,334.64,189.76,33.54,102.09,68.29,17.74,0,6.04,151.59,417.28,1258.08,719.08,1200.46,852.99,119.04,541.55,0,3.01,182.58,46.61,23.18,47.56,90.48,66.6,21.59,9.74,0,1.66,141.08,328.37,520.47,279.65,26.46,195.51,486.88,196.24,50.16,48.11,47.91,47.52,11.186,20.492,3.156,17.335,659.59,85.92,37.746,323.145,92.08,2546.34,2713.71,232.25,228.02,147.43,289.06,141.59,33.14,-24.5,39.9,1269.47,905.09,48.39
UCR0077107,18.706,19.841,21.369,23.836,26.291,30.483,34.529,34.798,32.379,27.98,23.183,19.493,3.948,4.939,5.997,7.712,9.808,12.086,14.869,15.191,13.299,10.092,6.356,4.138,11.332,12.389,13.681,15.772,18.049,21.286,24.701,24.997,22.843,19.038,14.773,11.814,58.55,63.06,48.86,23.04,6.87,2.44,0.66,4.04,6.35,9.26,23.66,38.79,3.89,2.57,1.43,0.04,0,0,0,0,0,0,0.4,3.13,194.35,202.27,262.71,319.01,404.2,487.8,609.46,618.48,533.86,433.94,287.34,207.72,212.84,162.57,148.26,94.21,52.6,14.44,1.76,1.84,11.64,40.11,117.4,197.51,4.55,5.19,10.96,22.72,47.02,110.94,208.5,217.87,153.6,64.36,16.66,6.04,25.05,24.57,28.7,29.12,30.77,30,31,31,30,30.83,27.82,25.77,0.2,0.01,0,0,0,0,0,0,0,0,0,0,59.03,70.64,104.23,132.87,163.88,189.26,215.5,199.48,154.17,111.33,71.75,56.49,21.35,26.32,58.9,109.79,157.04,186.91,214.83,195.45,147.94,102.19,49.16,25.75,54.74,54.71,53.8,52.59,52.42,48.94,47.23,47.39,47.9,49.43,50.53,53.22,19.346,23.831,33.266,27.848,4.338,7.845,14.053,9.915,11.839,15.84,23.665,18.881,160.5,78.75,7.12,39.14,9.71,1.65,0,0.43,603.89,985.81,1715.66,1255.17,573.28,295.09,17.93,169.08,15.77,80.63,537.32,234.57,75.37,88.51,92,88.47,0.35,0,0,0,186.12,401.06,604.36,337.37,73.42,325.73,597.19,299.29,54.21,52.95,47.83,49.24,17.555,25.346,10.489,14.849,285.46,20.32,114.228,1877.153,11.91,4560.92,1054.96,868.45,344.26,43.74,344.44,300.71,0.48,-9.2,46,1528.84,1295.63,51.1
UCR0077108,17.409,18.264,19.692,22.189,24.29,29.098,34.13,34.055,31.784,27.106,22.073,17.992,5.027,5.608,6.153,7.736,9.397,11.818,14.951,15.49,14.152,11.079,7.834,5.576,11.221,11.937,12.923,14.961,16.835,20.456,24.537,24.777,22.968,19.088,14.953,11.786,127.84,144.66,114.87,48.49,20.08,7.96,0.01,3.68,10.56,23.71,51.54,92.73,4.07,2.99,1.81,0.14,0,0,0,0,0,0,0.38,3.16,191.48,190.66,240.31,295.04,367.67,463.03,604.45,611.71,537.77,435.65,292.78,206.87,216.11,173.77,168.54,113.09,73.95,20.07,1.88,2,11.21,39.71,113.37,198.39,4.33,4.01,7.73,16.73,31.54,92.76,203.56,211.07,157.17,65.6,18.27,6,27.09,25.53,28.82,29.12,30.62,30,31,31,30,30.92,29.15,28.39,0.59,0.23,0.03,0.01,0,0,0,0,0,0,0.02,0.09,53.38,63.7,95.05,122.37,150.31,179.5,211.76,192.72,148.12,104.95,65.9,50.28,9.12,11.67,28.41,77.2,130.48,171.44,211.65,189.12,137.55,81.24,28.81,13.36,61.18,60.63,58.45,56.63,55.95,51.26,48.19,49.65,51.15,53.91,57.17,61.16,17.887,22.051,32.431,26.987,5.398,7.764,14.081,11.022,11.64,14.913,23.257,19.007,365.41,183.35,11.7,85.83,10.29,2.16,0,0.4,588.56,903.06,1679.06,1266.12,588.65,355.62,23.94,164.3,14.32,56.04,507.43,241.06,81,88.45,92,90.03,1.16,0.06,0,0.02,167.27,367.79,584,318.95,34.15,236.09,572.21,247.6,60.94,57,49.69,54.11,17.205,25.174,10.257,14.925,646.09,42.36,50.181,923.813,12.97,4437.32,1132.07,818.95,351.42,33.17,352.67,319.49,1.47,-6.9,44.8,1438.14,1090.05,55.46
UCR0077109,12.774000000000001,13.943,16.135,18.507,21.826,26.765,31.11,30.618,27.952,22.739,17.298000000000002,13.09,1.465,2.241,2.589,4.876,7.472,10.847,14.711,14.83,12.871,8.461,4.516,1.885,7.12,8.087,9.362,11.69,14.646,18.813,22.915,22.725,20.412,15.598,10.909,7.49,122.09,140.3,108.96,47.3,16.89,4.62,3.48,7.66,13.77,24.29,52.12,91.93,12.59,8.51,5.27,1.14,0,0,0,0,0,0.01,1.91,10.34,95.82,105.17,146.32,202.38,301.6,413.57,554.56,548.59,461.67,329.4,180.27,100.59,341.11,273.95,270.57,197.34,123.41,36.51,4.18,5.43,25.65,100.63,216.44,323.54,0.12,0.16,0.79,3.46,14.05,61.65,154.5,149.49,97.38,20.27,1.88,0.23,19.03,19.17,22.13,26.18,29.68,30,31,31,29.99,30.1,25.19,20.25,3.16,1.79,0.77,0.29,0.04,0,0,0,0,0,0.4,1.39,43.59,53.11,83.8,106.85,138.12,164.66,188.14,168.89,128.03,89.35,54.45,40.62,6.72,8.86,23.65,64.04,121.39,160.08,184.67,161.24,114.47,65.41,21.1,9.54,63.04,62.24,57.41,57.84,56.71,54,54.03,55.5,56.59,57.27,59.92,63.58,13.265,18.826999999999998,29.498,22.664,1.853,4.983,13.465,8.612,7.562,11.904,21.478,15.641,354.67,173.04,15.78,90.25,31.39,6.45,0,2.13,301.12,650.28,1516.73,971.42,939.05,591.31,46.16,342.79,0.48,18.31,365.67,119.49,58.31,78.04,91.97,85.27,6.47,1.29,0,0.42,137.21,328.92,521.71,271.92,25.12,209.08,505.99,200.98,62.97,57.31,54.54,58,14.151,23.348,6.106,17.244,633.47,46.45,45.394,724.078,39.89,3439.9,1918.83,504.08,313.4,88.58,327,238.39,8.34,-14.4,41.1,1259.8,941.17,58.15
UCR0077110,11.609,13.463,16.483999999999998,20.615,25.585,31.215,34.093,32.988,29.435,23.507,16.408,11.945,1.284,2.478,4.005,7.205,11.27,16.045,20.181,19.298000000000002,15.434,10.515,4.848,1.482,6.445,7.969,10.247,13.911,18.424,23.632,27.144,26.144,22.436,17.007,10.629,6.713,24.19,21.22,26,9.89,5.21,2.47,13.84,29.61,14.92,14.13,13.66,21.58,15.1,8.89,4.04,0.38,0,0,0,0,0,0,2.12,12.69,86.32,106.67,173.99,267.76,415.55,558,684.46,653.62,521.93,372.32,176.75,88.22,361.71,277.25,244.16,139.22,48.31,5.7,0.48,1.03,13.32,72.16,224.28,347.31,0.09,0.24,2.63,14.22,58.59,172.95,283.48,252.97,143.65,39.47,2.2,0.16,18.58,19.64,25.39,28.7,30.92,30,31,31,30,30.86,25.71,19.17,0.92,0.2,0.07,0,0,0,0,0,0,0,0.08,0.39,39.22,50.44,82.27,113.18,153.33,181.35,190.7,169.48,128.7,87.68,50.26,37.19,20.75,30.81,56.99,103.3,148.13,178.81,176.83,139.84,113.76,73.49,36.95,19.63,65.82,64.26,60.63,59.06,57.95,57.28,61.34,61.62,59.88,61.06,63.32,65.52,12.34,20.894,32.765,23.119,1.74,7.493,18.507,10.27,7.04,14.194,25.641000000000002,16.689,67.02,41.03,46.05,42.7,36.68,4.55,0,2.21,280.92,857.23,1896.16,1070.97,986.78,431.64,7.22,309.68,0.48,75.49,709.45,185.29,57.23,84.99,92,86.49,1.7,0.08,0,0.08,126.87,348.81,541.56,266.7,71.19,308.42,495.48,224.2,65.21,59.17,60.07,61.4,15.888,27.289,5.4959999999999996,21.787,196.82,66.19,151.807,558.743,43.5,4105.67,1734.91,970.72,320.75,74.75,326.78,251.97,1.99,-15.6,42.1,1283.85,1099.29,61.53
UCR0077111,16.654,19.456,23.149,27.474,32.403,37.82,40.752,39.704,36.259,29.625,21.934,16.742,3.588,5.773,8.27,11.874,16.454,20.998,25.13,24.404,20.065,13.791,7.506,3.827,10.116,12.612,15.709,19.677,24.428,29.417,32.942,32.05,28.16,21.707,14.722,10.28,13.33,12.69,11.75,4.87,3.08,1.3,8.6,18.23,8.62,6.07,8.45,12.24,5.61,2.54,0.81,0,0,0,0,0,0,0,0.41,4.81,169.74,215.55,333.36,438.74,596.3,731.31,862.75,835.29,692.04,515.29,292.9,172.07,248.85,157.71,100.32,33.61,6.74,0.45,0,0,1.9,17.79,118.76,240.28,3.15,6.92,28.55,80.35,199.42,339.77,461.57,434.5,304.27,129.11,18.94,3.35,24.15,25.61,30.5,30,31,30,31,31,30,31,28.9,24.94,0.07,0,0,0,0,0,0,0,0,0,0,0,51.9,66.88,107.85,144.71,189,217.92,228.37,203.87,158.83,110.59,64.9,47.78,38.8,54.18,96.1,139.86,185.89,216.72,219.83,185.63,150.19,104.45,56.39,35.74,58.9,57.97,55.69,55.04,55.63,54.97,58.78,59.25,56.07,55.08,56.6,59.31,17.609,27.674,39.424,29.275,4.386,12.202,23.511,13.788,10.997,19.94,31.467,21.536,38.33,19.66,28.03,23.24,12.93,0.88,0,0.43,556.95,1368.37,2429.28,1500.2,647.17,140.71,0.55,138.43,13.41,308.24,1235.95,452.23,74.69,91.49,92,89.9,0.1,0,0,0,166.67,441.54,650.26,334.25,128.72,421.85,622.18,311.03,58.72,55.46,57.67,55.97,20.986,33.1,9.229,23.87,109.16,39.75,331.219,1153.233,14.29,5855.23,926.58,2009.83,348.03,43.99,341.98,298.04,0.1,-10.3,47.6,1592.64,1483.78,56.94
UCR0077115,16.523,17.338,18.864,21.381,23.462,28.38,33.603,33.46,31.188,26.494,21.202,17.051,4.844,5.388,5.743,7.347,9.015,11.637,15.102,15.569,14.306000000000001,11.066,7.795,5.389,10.68,11.363,12.3,14.366,16.232,20.012,24.356,24.514,22.744,18.777,14.497,11.22,144.66,163.36,132.16,53.99,22.2,9.12,0,3.74,12.8,27.12,58.45,109.53,4.81,3.46,2.2,0.32,0,0,0,0,0,0,0.47,3.71,177.66,176.78,222.86,277.57,349.44,449.59,598.78,603.66,531.16,426.04,279.59,191.37,231.68,187.93,185.46,127.71,86.28,23.73,2.1,2.21,12.07,43.62,123.96,213.96,3.34,2.82,5.66,13.14,25.37,83.8,197.9,203.07,151.6,60.3,15.08,4.49,26.75,25.15,28.32,28.82,30.49,30,31,31,30,30.92,29.13,28.13,0.87,0.35,0.08,0.03,0.01,0,0,0,0,0,0.06,0.28,50.82,60.6,91.64,118.37,145.42,174.54,207.06,187.94,144.1,102.04,62.97,47.65,7.45,9.87,23.11,69.69,123.63,165.38,206.93,184.29,131.15,75.21,24.79,11.13,62.98,62.44,59.41,57.52,56.91,52.4,49.64,51.05,52.93,55.2,59.27,63.14,16.968,21.231,31.815,26.293,5.2,7.37,14.113,11.057,11.086,14.302,22.961,18.677,417.87,208.45,12.9,98.51,11.95,2.63,0,0.52,545.37,849.84,1652.03,1236.77,634,399.45,28.07,179.61,10.6,44.23,484.68,226.89,80.04,87.6,92,90.02,1.69,0.21,0,0.06,159.16,355.45,569.52,309.12,28.45,216.43,556.6,231.15,62.85,57.95,50.99,55.78,16.756,24.953,9.686,15.259,737.28,47.99,43.278,810.862,15.19,4284.5,1240.8,766.49,349.57,37.63,351.81,314.15,2.08,-7.3,44.1,1393.28,1032.63,56.89
UCR0077116,15.178,16.199,17.965,20.533,22.44,27.429,32.848,32.669,30.37,25.577,19.79,15.539,2.889,3.62,3.922,5.949,8.057,11.084,14.88,15.145,13.595,9.607,5.884,3.333,9.033,9.91,10.94,13.244,15.247,19.252,23.865,23.91,21.978,17.59,12.841,9.435,137.53,155.61,124.7,51.9,18.15,4.32,1.43,4.98,14.55,26.1,58.69,104.25,7.54,5.24,3.27,0.58,0,0,0,0,0,0,0.99,6.05,137.6,143.45,186.53,245.36,319.83,426.83,583.75,585.05,508.33,390.02,232.37,145.61,282.19,225.31,223.58,156.54,108.64,31.29,2.57,3.04,15.57,61.24,164.83,264.52,1.12,1.06,2.67,8.16,17.61,69.36,182.94,184.53,132.94,42.28,6.68,1.57,22.6,22.12,25.19,27.63,30.09,30,31,31,30,30.67,27.24,23.93,1.66,0.81,0.28,0.08,0.03,0,0,0,0,0,0.19,0.64,49.03,59,90.48,116.32,140.88,168.95,201.7,183.25,140.68,100.2,60.72,45.68,7.53,9.79,23.97,69.31,122.91,164.58,200.32,178.3,126.24,74.47,23.4,10.69,60.82,60.29,56.47,55.72,56.82,53.09,50.69,51.73,52.96,53.53,57.37,61.12,15.636,20.319,30.984,25.243,3.271,5.977,13.706,9.696,9.454,13.148,22.341,17.465,397.73,194.74,10.72,99.37,18.77,3.92,0,1.13,426.23,751.59,1595.68,1130.72,772.41,488.69,37.01,241.58,3.73,28.41,436.83,181.99,68.62,82.86,91.99,87.72,3.19,0.48,0,0.2,153.77,347.67,553.77,301.78,28.01,216.19,543.2,224.11,60.73,56.33,51.84,54.58,15.603,24.406,8.007,16.398,702.14,43.37,43.58,874.861,23.8,3904.59,1539.27,651.07,331.15,68.12,338.26,270.13,4.13,-11.4,43.3,1357.08,1011.51,55.88
UCR0077117,16.982,17.864,19.335,21.85,23.899,28.795,33.993,33.884,31.6,26.919999999999998,21.645,17.561,5.013,5.563,6.039,7.654,9.276,11.791,15.085,15.636,14.318,11.144,7.896,5.586,10.997,11.715,12.685,14.745,16.588,20.29,24.536,24.76,22.963,19.031,14.775,11.582,135.62,153.11,123.34,50.83,21.15,8.73,0.29,3.9,11.76,25.57,54.54,101.88,4.31,3.15,1.93,0.19,0,0,0,0,0,0,0.42,3.38,185.94,185.46,233.62,288.79,360.06,458.03,604.52,611.17,537.49,433.74,287.56,201.18,222.41,179.17,174.98,118.26,78.98,21.37,1.88,2.01,11.2,40.52,117.57,204.09,3.93,3.55,6.93,15.4,28.96,89.4,203.63,210.61,156.96,64.75,16.94,5.49,27.08,25.44,28.71,29.04,30.6,30,31,31,30,30.92,29.19,28.41,0.71,0.25,0.05,0.01,0,0,0,0,0,0,0.05,0.16,52.06,62.3,93.36,120.5,147.83,177.24,210.35,190.88,146.51,103.92,64.36,48.99,8.28,10.81,25.67,73.69,127.06,168.57,209.84,187.06,134.76,78.47,26.86,12.1,62.25,61.55,59.06,57.22,56.64,51.81,48.77,50.39,52.01,54.45,58.42,62.35,17.47,21.7,32.227,26.721,5.386,7.655,14.163,11.121,11.43,14.671,23.195,18.919999999999998,390.89,195.34,12.97,91.92,10.83,2.31,0,0.44,572.1,882.55,1673.7,1258.8,606.18,372.3,25.34,169.27,12.84,51.34,503.61,238.68,80.92,88.3,92,90.09,1.35,0.1,0,0.05,163.27,361.73,578.37,314.79,31.19,226.42,565.47,240.09,62.02,57.67,50.31,54.99,17.055,25.17,10.031,15.14,690.83,45.86,46.669,843.736,13.74,4387.56,1172.58,806.49,351.16,33.9,352.74,318.83,1.73,-6.9,44.5,1418.17,1063.17,56.28
UCR0077118,11.863,13.021,15.337,17.712,21.461,26.384,30.516,29.851,26.977,21.868,16.330000000000002,12.291,1.223,2.104,2.359,4.654,7.283,10.613,14.484,14.575,12.563,8.236,4.289,1.644,6.544,7.568,8.839,11.176,14.369,18.503,22.503,22.215,19.772,15.048,10.313,6.966,143.53,161.43,131.1,53.89,16.77,3.84,3.43,9.3,13.72,24.87,61.39,108.15,14.62,9.8,6.17,1.34,0,0,0,0,0,0.04,2.38,11.91,84.4,94.98,133.85,188.59,293.09,404.43,541.77,532.95,442.75,312.59,165.06,89.72,358.84,288.42,286.25,211.18,130.55,40.46,5.17,6.87,31.24,113.58,233.09,339.61,0.02,0.09,0.48,2.45,12.4,56.53,142.58,135.45,84.08,15.86,1.08,0.13,18.37,18.81,21.59,25.78,29.56,29.97,31,31,29.98,30.01,24.69,19.6,4.62,2.79,1.4,0.49,0.05,0,0,0,0,0,0.64,2.08,41.05,50.29,80.56,102.79,136.11,162.52,184.12,164.07,123.18,85.95,51.78,38.79,5.27,7.26,18.45,56.67,119.51,158.73,180.81,154.75,109.56,61.54,17.46,8.11,64.87,64.38,58.77,59.25,57.18,54.34,54.84,56.54,58.09,58.75,61.88,65.08,12.392,18.171,28.921,21.725,1.646,4.768,13.224,8.364,7.024,11.467,21.069,15.042,413.43,201.74,16.56,100.02,36.3,7.54,0,2.61,268.79,615.59,1479.17,920.41,987.22,627.89,52.47,378,0.24,15.35,334.54,101.03,56.68,76.91,91.95,84.61,9.5,2.04,0,0.68,130.12,319.5,510.86,260.88,20.64,194.63,494.29,188.56,64.78,58.38,55.24,59.52,13.656,22.898,5.557,17.336,731.34,47.03,38.652,710.706,46.42,3284.22,2045.18,451.09,310.21,91.49,325.15,233.64,12.36,-14.9,40.2,1221.23,898.12,59.5
UCR0077119,13.906,15.265,16.87,19.996,22.306,26.826,31.536,31.366,29.347,24.532,18.738,14.699,1.361,2.019,2.655,4.454,6.987,10.52,14.572,14.664,12.608,8.41,4.47,1.828,7.634,8.642,9.761,12.229,14.644,18.67,23.051,23.016,20.971,16.478,11.606,8.264,186.81,209.65,174.64,72.94,27.73,10.54,0.69,3.42,15.87,36.59,78.83,146.41,10.96,7.32,4.61,0.88,0,0,0,0,0,0,1.55,8.41,106.14,116.21,155.8,216.78,301.48,409.42,558.79,557.52,478.45,356.01,198.56,117.38,325.25,258.68,258.56,183.27,123.43,38.15,3.98,4.65,21.42,81.66,197.27,299.85,0.23,0.26,1,4.61,13.69,59.18,158.61,157.88,109.63,28.3,3.06,0.53,18.74,18.59,22.31,25.54,29.38,29.97,31,31,29.99,30.12,25.15,20.09,3.88,2.1,1,0.3,0.07,0,0,0,0,0,0.5,1.54,47.15,57.97,87.38,116.34,142.83,166.13,192.19,175.19,137.25,97.76,59.14,45.08,5.04,7.51,16.38,57.97,116.05,155.55,191.39,171.8,121.67,63.26,18.45,8.47,59.63,57.99,55.67,52.94,54.27,52.98,52.75,53.38,52.71,52.87,56.11,58.95,14.624,19.724,29.908,24.206,1.732,4.7,13.253,8.497,8.176,12.21,21.58,16.352,543.22,275.36,14.73,131.22,26.55,5.6,0,1.61,339.41,674.02,1525.77,1033.03,884.22,565.13,46.72,300.36,0.99,19.17,375.71,141.07,57.37,77.21,91.95,85.08,7.64,1.51,0,0.52,150.1,346.53,533.5,294.18,21.02,190.4,518.74,203.38,58.81,54.31,53,53.85,14.583,23.544,6.753,16.795,964.08,58.33,30.482,647.184,33.8,3572.57,1796,536.98,311.44,94.21,326.25,232.04,9.75,-14.6,42.2,1324.27,933.54,54.99
