specimen_number,mean_PI,mean_buds,mean_flowers,mean_spent,mean_immature,mean_mature,flowers_present,fruit_present
UC501545,NA,NA,NA,NA,NA,NA,y,y
UC511238,1.906746031625,1.75,1.25,0.375,0.625,0,y,y
UC535387,3.2942307692,0,2,0.4,2.8,1,y,y
UC536816,1.8571428571428572,1,1.1428571428571428,0,0.42857142857142855,0,y,y
UC545381,1.8224206349999998,5,3.25,0.75,1,0,y,y
UC545848,2.533333333,4,4,2,5,0,y,y
UC54858,2.2022943724,4,2.6,0.6,1.6,1.4,y,y
UC55254,1.444444444,5,4,0,0,0,y,n
UC562582,2.16374269,4,5.666666666666667,3,1.6666666666666667,0,y,y
UC562583,3.227848101,9,15,21,17,17,y,y
UC562584,3.375,3,7,7,5,10,y,y
UC562585,2.8289473684999997,1.5,3,4,2,2,y,y
UC562587,2.9755239736666668,4,6,10.666666666666666,6.333333333333333,9.333333333333334,y,y
UC56413,NA,NA,NA,NA,NA,NA,y,y
UC564183,2.398809524,0.5,2.25,0.5,1,0,y,y
UC566277,2.393939394,2,5,2.6666666666666665,2,0,y,y
UC56874,2.268165785,4.666666666666667,5.333333333333333,2.1666666666666665,2.1666666666666665,1,y,y
UC56876,NA,NA,NA,NA,NA,NA,y,y
UC571709,1.665079365,1.8333333333333333,1.8333333333333333,0.5,0,0,y,n
UC571711,1.588888889,2.6666666666666665,1.3333333333333333,0,0.6666666666666666,0,y,y
UC571712,2.4597222223333333,1.3333333333333333,1.8333333333333333,0.6666666666666666,1.3333333333333333,0.16666666666666666,y,y
UC572487,1.911757885,4,4.428571428571429,1.8571428571428572,0.5714285714285714,0,y,y
UC579895,3.302054155,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.6666666666666665,2,y,y
UC58514,3.1742867269999997,2.3333333333333335,4.333333333333333,0.3333333333333333,6.333333333333333,3.3333333333333335,y,y
UC592134,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0,y,y
UC592135,1.8466666666,1.2,1,0.2,0.4,0,y,y
UC592140,2.1622222222,2.4,1.4,0.6,1.4,0,y,y
UC592188,1.969963369875,1.625,2.375,1,0.125,0,y,y
UC592189,1.4666666664999999,3.5,2.25,0,0.25,0,y,y
UC592190,2.0101010103333334,3.3333333333333335,4.666666666666667,1,1.6666666666666667,0.3333333333333333,y,y
UC593306,2.3454508856666667,2.6666666666666665,4.166666666666667,2,1.8333333333333333,0.5,y,y
UC595056,1.741025641,2.4,3.8,0,0.2,0,y,y
UC596364,3.67,17,5,13,24,41,y,y
UC596582,2.107142857,7.5,4,1,4,0,y,y
UC596583,2.8388888889999997,4,3.5,4.5,5,1.5,y,y
UC596584,2.666666667,0,1,2,0,0,y,n
UC598440,1.3976190475714285,2.5714285714285716,0.8571428571428571,0.14285714285714285,0,0,y,n
UC606901,1.8037105751428573,1.8571428571428572,2,0.8571428571428571,0.2857142857142857,0,y,y
UC606902,3.0247619046,0.6,2.6,1.6,2.4,1.6,y,y
UC606903,2.1222222223333334,3.5,4.5,2,1.1666666666666667,0.16666666666666666,y,y
UC606904,2.297385621,2.6666666666666665,3.3333333333333335,1.1666666666666667,2.1666666666666665,0,y,y
UC606905,2.0076719576666666,2.3333333333333335,2.6666666666666665,1.1666666666666667,0.6666666666666666,0.16666666666666666,y,y
UC606906,1.6553069945714285,3.5714285714285716,3.7142857142857144,0.8571428571428571,0,0,y,n
UC606908,2.663742690333333,5.666666666666667,7,5.333333333333333,8,1.6666666666666667,y,y
UC606912,3.3666666665,3.5,5,4,14.5,4,y,y
UC606913,3.098765432,13,20,11,20,17,y,y
UC606915,2.286989796,1.8571428571428572,2.5714285714285716,0.42857142857142855,1.2857142857142858,0.2857142857142857,y,y
UC606952,NA,NA,NA,NA,NA,NA,y,y
UC606954,2.65,2.5,6,1,3,1,y,y
UC606955,2.9653061224285713,1,1.8571428571428572,1,1.4285714285714286,1.1428571428571428,y,y
UC606956,2.819727891142857,0.7142857142857143,1.4285714285714286,0.7142857142857143,1.2857142857142858,1.5714285714285714,y,y
UC606957,1.634958791125,2.25,2.25,0.25,0,0,y,n
UC610620,1.3888888886666666,1.8333333333333333,1.1666666666666667,0,0,0,y,n
UC618397,2.794117647,7,8,7,9,3,y,y
UC618484,1.7916666664999998,8.5,6.5,1.5,1.5,0,y,y
UC618586,NA,NA,NA,NA,NA,NA,y,y
UC630489,2.387600054,5,8.333333333333334,3.6666666666666665,1.6666666666666667,1.6666666666666667,y,y
UC63799,2.05015873,2.6666666666666665,9,3.6666666666666665,0.3333333333333333,0,y,y
UC63800,NA,NA,NA,NA,NA,NA,y,y
UC63801,2.488372093,6,18,11,8,0,y,y
UC63943,3.0714285715000003,1.5,1.5,0.5,3,1,y,y
UC64044,1.9936507933333334,5,6.666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,y,y
UC643397,2.004629629666667,0.8333333333333334,2.6666666666666665,0.16666666666666666,0.3333333333333333,0,y,y
UC64755,NA,NA,NA,NA,NA,NA,y,y
UC64756,3.333333333,0,1,0,2,0,y,y
UC659438,2.313227513166667,1.3333333333333333,2.6666666666666665,0.8333333333333334,1.3333333333333333,0,y,y
UC660028,2.142857143,1.5,3.5,0.5,1,0,y,y
UC660076,2.357142857,5,15,2,5,1,y,y
UC663110,2.614035088,10,16,19,10,2,y,y
UC666595,1.9416666666,2.2,4,1.6,0.4,0,y,y
UC66822,2.25,4,2.5,2,2,0,y,y
UC668349,2.161111111,3.3333333333333335,3.3333333333333335,1,2.3333333333333335,0,y,y
UC67143,NA,NA,NA,NA,NA,NA,y,y
UC67144,2.9583333334999997,1,1,1,1.5,0.5,y,y
UC67147,2.5,1,1,1,1,0,y,y
UC67148,3.149097815666667,2.1666666666666665,3,2.6666666666666665,4.833333333333333,2.6666666666666665,y,y
UC67149,2.597652205,5.8,6,3,4.8,2,y,y
UC67150,2.2547674418,7.8,5.8,1.8,3.8,1.8,y,y
UC67151,2.3924678362,5.4,7.2,3,4.2,0.4,y,y
UC67153,3.388888889,1,4,3,7,3,y,y
UC67154,1.8177083333125,0.6875,1,0,0.0625,0,y,y
UC67155,2.6819943623333335,4,5.666666666666667,3.6666666666666665,4,3.3333333333333335,y,y
UC67156,1.58978174625,4,3.25,0.25,0.25,0,y,y
UC67160,2.014732142875,1.25,2.375,0.75,0.375,0,y,y
UC697772,2.62037037025,5,5.5,5.5,4.25,3,y,y
UC702011,2.45,0.4,2.2,0.2,1,0,y,y
UC718104,1.7291666664999998,2.5,1.5,0.75,0.25,0,y,y
UC72013,2.858974359,1,2.6666666666666665,1.3333333333333333,2.6666666666666665,0.6666666666666666,y,y
UC72015,2.666666667,1,1,3,1,0,y,y
UC735053,1.7657407408333334,2.5,3.8333333333333335,0,0.6666666666666666,0,y,y
UC73660,1.5004509379166666,2.1666666666666665,1.5833333333333333,0.16666666666666666,0.16666666666666666,0,y,y
UC747507,2.9732142855,1,1.5,2,2.5,0.5,y,y
UC75161,2.710565476,2.25,2.25,1,2.5,0.5,y,y
UC753438,3.225396825333333,1,3.3333333333333335,3.6666666666666665,5.666666666666667,1.6666666666666667,y,y
UC75479,2.9,3,1,1,4,1,y,y
UC765437,2.557142857,26,13,8,12,11,y,y
UC765438,1.7242857142,2,2.4,0.4,0.2,0,y,y
UC767670,1.7666666666,1.6,1.2,0.2,0.2,0,y,y
UC767672,1.6261904759999999,1.6,1.8,0.2,0,0,y,n
UC880870,2.654545455,15,13,11,8,8,y,y
UC880892,2.204212454,2.5,2,0.75,1.25,0.5,y,y
UC880895,NA,NA,NA,NA,NA,NA,y,y
UC880906,2.35,4.5,7.5,2,3,3.5,y,y
UC880907,1.786734693857143,1.7142857142857142,2.4285714285714284,0.42857142857142855,0.2857142857142857,0.14285714285714285,y,y
UC880908,2.824175824,15,27,17,23,9,y,y
UC880909,2.0688405794999998,9,6.5,0.5,3,1.5,y,y
UC880911,NA,NA,NA,NA,NA,NA,n,y
UC880913,1.75,1.5,1.5,0,0.5,0,y,y
UC880914,NA,NA,NA,NA,NA,NA,y,y
UC880915,2.167366947,3,4.333333333333333,0.6666666666666666,1.3333333333333333,0,y,y
UC880916,2.489795918,33,51,26,32,5,y,y
UC880917,1.39583333325,2,1.25,0,0,0,y,n
UC880918,1.8666666666,1.2,1.8,0.2,0.4,0,y,y
UC880919,2.173913043,5,12,3,3,0,y,y
UC880920,1.4487179490000002,5.5,2.5,0,0,0,y,n
UC880923,2.2784603235714287,2.857142857142857,2.357142857142857,1.0714285714285714,1.2142857142857142,0.42857142857142855,y,y
UC880924,NA,NA,NA,NA,NA,NA,y,y
UC914286,3.4640567765,2,2.5,2.25,1.75,4.5,y,y
UC916528,4.06122449,2,4,6,14,23,y,y
UC923127,NA,NA,NA,NA,NA,NA,y,y
UC972194,2.014102564,3.6666666666666665,4.666666666666667,1.6666666666666667,1.3333333333333333,1,y,y
UCR0018152,3.0333333335,0.5,2.5,0.5,1,2,y,y
UCR0070268,1.8832497913333333,7,5.333333333333333,0.3333333333333333,2,0.3333333333333333,y,y
UCR0076988,2.7435185186666664,2.3333333333333335,2.6666666666666665,0,3.3333333333333335,0.6666666666666666,y,y
UCR0076989,2.4957983195,3,3,3,2,1,y,y
UCR0076990,1.76,11,9,5,0,0,y,n
UCR0076991,1.866666667,6,6,2,1,0,y,y
UCR0076992,3.046875,1.75,1,4.25,1.5,1,y,y
UCR0076993,3.3273504272,0.6,0.6,5.2,2.8,1.4,y,y
UCR0076995,1.782608696,10,8,5,0,0,y,n
UCR0076996,2.2509523809,0.7,1.3,0.5,0.8,0,y,y
UCR0076998,2.3,2.2,1.8,1.4,1.4,0.4,y,y
UCR0076999,3.27518315025,0.75,2,3.25,5,0.5,y,y
UCR0077000,2.3833333335,2.5,5.5,1.5,3,0,y,y
UCR0077001,2.15625,7.5,4,2,1,2,y,y
UCR0077002,2.2305555556,2.2,2,0.6,1.8,0.2,y,y
UCR0077003,4.083333333500001,0.5,0,2,3,5,n,y
UCR0077005,2.0386243386666667,1.7777777777777777,2.111111111111111,0.5555555555555556,0.5555555555555556,0,y,y
UCR0077006,2.42916666675,4,2.75,2.5,2.5,0.5,y,y
UCR0077007,2.5897435896666665,3,3.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,y,y
UCR0077008,2.9,5,3,5,3,4,y,y
UCR0077009,1.7083333335000002,5.5,3.5,1.5,0.5,0,y,y
UCR0077010,NA,NA,NA,NA,NA,NA,y,y
UCR0077013,2.25,1,2,0,1,0,y,y
UCR0077015,4.388888889,0,1,0.5,1.5,2,y,y
UCR0077016,2.985714286,13,18,8,19,12,y,y
UCR0077017,NA,1.4285714285714286,1.5714285714285714,0.42857142857142855,0.14285714285714285,0,y,y
UCR0077019,3.342105263,0,7,14,14,3,y,y
UCR0077021,1.25,3,0.6666666666666666,0,0,0,y,n
UCR0077023,3.333333333,3,3,0,4,5,y,y
UCR0077024,2.779895105,1.5,2.25,1.625,2.25,0.75,y,y
UCR0077025,1.3333333333333333,4.666666666666667,1,0.3333333333333333,0.3333333333333333,0,y,y
UCR0077026,NA,NA,NA,NA,NA,NA,y,y
UCR0077028,2.161453634,2,3.2,0.8,1.6,0,y,y
UCR0077029,1.7410714285,1.75,1.75,0.25,0.375,0,y,y
UCR0077030,3.310344828,5,6,2,7,9,y,y
UCR0077031,3.047619048,1,5,7,8,0,y,y
UCR0077033,2.382352941,17,3,3,6,5,y,y
UCR0077034,3.019607843,3,3,0.3333333333333333,3,1.6666666666666667,y,y
UCR0077035,NA,NA,NA,NA,NA,NA,y,y
UCR0077036,NA,NA,NA,NA,NA,NA,n,y
UCR0077037,NA,NA,NA,NA,NA,NA,y,y
UCR0077038,3.444444444,1,2,4,10,1,y,y
UCR0077039,2.3154761905,6,8.5,7,2,1,y,y
UCR0077040,3.384615385,1,3,1,6,2,y,y
UCR0077041,1.5571428571428572,2.2857142857142856,1.2857142857142858,0,0,0,y,n
UCR0077042,2.8759398495,2.5,2.5,6.5,4.5,0.5,y,y
UCR0077043,2.2666666665,5.5,6.5,2.5,3.5,0.5,y,y
UCR0077044,4.321969697,0.25,0.5,1,1.5,3,y,y
UCR0077045,2.06993007,6,2.5,0.5,2.5,0.5,y,y
UCR0077046,NA,NA,NA,NA,NA,NA,y,y
UCR0077048,2.260787496,7.75,6,3.25,1.75,2.75,y,y
UCR0077049,2.065373563,11.5,6.5,4.5,3,1,y,y
UCR0077051,4.557692308,6,3,5,26,116,y,y
UCR0077053,2.9917582415,4,4,4,5.5,2.5,y,y
UCR0077054,2.3833333335,6.5,7.5,0,6,0,y,y
UCR0077055,2.416666667,9,4,3,8,0,y,y
UCR0077056,2.5,5,1,2,3,1,y,y
UCR0077057,NA,NA,NA,NA,NA,NA,y,y
UCR0077058,2.1488095235,7.5,10,0.5,1.5,2,y,y
UCR0077059,1.9,5,3,0,2,0,y,y
UCR0077060,2.085802469111111,1.3333333333333333,1.6666666666666667,0.2222222222222222,0.8888888888888888,0,y,y
UCR0077061,2.7604166665000003,3,3,1.5,2.5,2.5,y,y
UCR0077062,NA,NA,NA,NA,NA,NA,y,y
UCR0077063,2.375,4,1,0,2,1,y,y
UCR0077064,4.029411765,1,6,4,3,20,y,y
UCR0077065,3.333333333,1,1,3,2,2,y,y
UCR0077066,2.7,8,8,1,11,2,y,y
UCR0077067,3.4475925926666666,5.666666666666667,2.6666666666666665,6,12.333333333333334,7,y,y
UCR0077068,1.8157894737142857,2.142857142857143,2.5714285714285716,1.2857142857142858,0.7142857142857143,0,y,y
UCR0077069,2.2,3,8,2,2,0,y,y
UCR0077070,1.5416666664999998,1.25,1.25,0,0,0,y,n
UCR0077071,1.968855219,11.5,7.5,1,3.5,1,y,y
UCR0077072,2.238095238,15,13,7,3,4,y,y
UCR0077073,3.4,4,9,1,19,7,y,y
UCR0077074,2.2738095234999998,2.5,2,0,1.5,0.5,y,y
UCR0077075,NA,NA,NA,NA,NA,NA,y,y
UCR0077076,1.6885212417500002,6.75,2.5,0.75,1,0.5,y,y
UCR0077077,NA,NA,NA,NA,NA,NA,y,n
UCR0077078,2.123397436,3.75,2,1.25,1.5,0.25,y,y
UCR0077079,NA,0.8,1.1,0,0.3,0,y,y
UCR0077080,2.2563492064285713,2.142857142857143,1.4285714285714286,0.7142857142857143,0.7142857142857143,0.5714285714285714,y,y
UCR0077081,3.725,0,2,0,5.5,1.5,y,y
UCR0077082,2.4241883118,2.4,3.8,0.6,1.8,0.4,y,y
UCR0077083,2.133333333,14,7,3,3,3,y,y
UCR0077084,2,4,5,2,1,0,y,y
UCR0077085,2.032063492,3.2,2.4,0.8,0.6,0.4,y,y
UCR0077086,1.847383721,17,8.5,4,2,2,y,y
UCR0077087,1.1,9,1,0,0,0,y,n
UCR0077088,1.543269231,6.5,3,0.5,0.5,0,y,y
UCR0077089,2.27027027,28,19,10,13,4,y,y
UCR0077090,NA,NA,NA,NA,NA,NA,y,y
UCR0077091,1.9604617603333332,5,3.6666666666666665,0.6666666666666666,1,0.6666666666666666,y,y
UCR0077092,2.0357142855,8,6.5,2,2.5,0.5,y,y
UCR0077093,1.880952380857143,1.7142857142857142,0.7142857142857143,0.14285714285714285,0.2857142857142857,0,y,y
UCR0077094,1.7043010755,10,7.5,1,1,0.5,y,y
UCR0077095,NA,NA,NA,NA,NA,NA,y,y
UCR0077096,1.333333333,6,3,0,0,0,y,n
UCR0077097,2.1318681315,6,3,1.5,2.5,0.5,y,y
UCR0077098,3.8032407404999997,2,0.5,7,7.5,8.5,y,y
UCR0077099,2.526315789,5,6,2,5,1,y,y
UCR0077100,1.8214285715,1.5,1.5,1.5,0,0,y,n
UCR0077101,2.875,1,2,2,3,0,y,y
UCR0077102,1.9326923075,9.5,8.5,6,1.5,1,y,y
UCR0077103,1.5,7,2,0,1,0,y,y
UCR0077104,2.618421053,22,20,8,17,9,y,y
UCR0077105,NA,NA,NA,NA,NA,NA,y,y
UCR0077106,2.5744766510000003,12.5,18.5,3,10,6,y,y
UCR0077107,1.631578947,13,3,0,3,0,y,y
UCR0077108,NA,NA,NA,NA,NA,NA,y,y
UCR0077109,NA,NA,NA,NA,NA,NA,y,y
UCR0077110,NA,NA,NA,NA,NA,NA,y,y
UCR0077111,2.83333333325,1,1.75,0.25,1.25,0.25,y,y
UCR0077115,NA,NA,NA,NA,NA,NA,y,y
UCR0077116,1.615384615,7,4,2,0,0,y,n
UCR0077117,1.55,4,1.5,1,0,0,y,n
UCR0077118,3.927007299,3,4,22,79,29,y,y
UCR0077119,2.1666666666666665,2.3333333333333335,4.333333333333333,2.6666666666666665,0.6666666666666666,0,y,y
UCR0077122,1.571428571,13,5,2,1,0,y,y
UCR0077124,2.311038961,1.5,3,2.25,0.5,0.75,y,y
UCR0077125,NA,NA,NA,NA,NA,NA,y,y
UCR0077126,1.6532587782222221,1.1666666666666667,1.5,0,0.2222222222222222,0,y,y
UCR0077127,1.2222222221666668,2.8333333333333335,0.5,0,0,0,y,n
UCR0077128,3.653846154,1,2,7,11,5,y,y
UCR0077130,2.696969697,9,7,6,7,4,y,y
UCR0077131,2.9387204425,3.5,5,2.5,6.25,2.75,y,y
UCR0077133,2.822222222333333,1.3333333333333333,3,1.6666666666666667,3.6666666666666665,0.3333333333333333,y,y
UCR0077134,3.125,1,0,1,2,0.5,n,y
UCR0077137,1.8333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0,0,y,n
UCR0077138,2.288888889,15,16,2,10,2,y,y
UCR0077139,NA,NA,NA,NA,NA,NA,y,y
UCR0077140,2.40833333325,2.5,1.75,0.25,1.75,0.5,y,y
UCR0077141,NA,NA,NA,NA,NA,NA,y,y
UCR0077142,1.142857143,6,1,0,0,0,y,n
UCR0077143,2.7764309763333332,2.6666666666666665,1.3333333333333333,1,2,1.3333333333333333,y,y
UCR0077144,1.727272727,5,5,0,1,0,y,y
UCR0077145,3.604166667,0.5,1.5,5.5,2,4,y,y
UCR0077146,NA,NA,NA,NA,NA,NA,y,y
UCR0077147,3.02970297,11,31,18,26,15,y,y
UCR0077148,2.884297521,23,30,22,30,16,y,y
UCR0077149,NA,NA,NA,NA,NA,NA,y,y
UCR0077150,1.4569444443333333,6.333333333333333,4.666666666666667,0,0,0,y,n
UCR0077151,1.5666666666666667,1.1111111111111112,1,0.1111111111111111,0.16666666666666666,0,y,y
UCR0077152,1.4666666665,4,2,0,0.5,0,y,y
UCR0077153,2.3842592590000002,5.666666666666667,3,2.6666666666666665,3.3333333333333335,0.3333333333333333,y,y
UCR0077154,4.16,1.5,2,1,7,1.5,y,y
UCR0077157,2.835294118,19,22,11,20,13,y,y
UCR0077158,2.6986785146666668,7.333333333333333,7.333333333333333,4.333333333333333,4.333333333333333,6.333333333333333,y,y
UCR0077159,2.568807339,19,42,21,21,6,y,y
UCR0077160,NA,NA,NA,NA,NA,NA,y,y
UCR0077161,2.791666667,16,19,16,6,15,y,y
UCR0077162,4.071428571,1,4,7,22,22,y,y
UCR0077163,2.2347619048,1.6,1.5,0.9,1,0.2,y,y
UCR0077164,2.988095238,6,7,6,8,6,y,y
UCR0077165,1.6944444443333333,2.3333333333333335,2,0.3333333333333333,0.3333333333333333,0,y,y
UCR0077166,1.7804593554444443,2.888888888888889,1.4444444444444444,1.3333333333333333,0.4444444444444444,0,y,y
UCR0077167,4,1,0,2,6,5,n,y
UCR0077168,3.869565217,1,3,4,5,10,y,y
UCR0077169,2.91875,0.375,1.625,0.5,2.125,0,y,y
UCR0077171,2.572420635,1.125,2.75,1,1.375,0.625,y,y
UCR0077173,3.9096774195000004,1.5,4.5,1.5,6.5,9,y,y
UCR0077176,2.826086957,6,5,4,3,5,y,y
UCR0077177,NA,NA,NA,NA,NA,NA,y,y
UCR0077178,NA,NA,NA,NA,NA,NA,y,y
UCR0077186,2.47,0.4,1.2,0.6,0.8,0,y,y
UCR0077187,2.283333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1,0,y,y
UCR0077188,2.2916666665000003,1.25,1,1,1,0,y,y
UCR0077189,2.6904761903333334,1.3333333333333333,1,0.6666666666666666,2,0,y,y
UCR0077190,2.1688311689999997,4.5,3.5,3,0.5,1,y,y
UCR0077191,3.3653846155,0.5,1.5,3,2,1.5,y,y
UCR0077192,1.8333333335000002,2,2,1.5,0,0,y,n
UCR0077194,2.5,0.5,2,2,0.5,0,y,y
UCR0077196,2.877192982,15,9,13,8,12,y,y
UCR0077199,2.225,0.75,1.5,0.5,0.5,0,y,y
UCR0077200,2.08928571425,3.25,1.5,2.75,1.5,0,y,y
UCR0077201,1.7694444445,1.8333333333333333,1,0,0.5,0,y,y
UCR0077204,1.578947368,9,9,1,0,0,y,n
UCR0077205,1.3976190475714285,1.8571428571428572,1,0,0,0,y,n
UCR0077207,2.142857143,2,2.5,0,1.5,0,y,y
UCR0077208,NA,NA,NA,NA,NA,NA,y,y
UCR0077212,1.592592593,15,9,2,1,0,y,y
UCR0077213,NA,NA,NA,NA,NA,NA,y,y
UCR0077215,2.358974359,13,11,5,8,2,y,y
UCR0077216,2.172222222333333,6.666666666666667,4.666666666666667,2.3333333333333335,2,1,y,y
UCR0077217,3.05,2,3.5,3.5,3,2.5,y,y
UCR0077218,2.618181818,1.5,3,4,2,0,y,y
UCR0079815,2.890598290333333,1.3333333333333333,2,1.6666666666666667,1.6666666666666667,2,y,y
UCR0105226,2.49315476175,5,4.75,5.25,3.75,1,y,y
UCR0105227,NA,NA,NA,NA,NA,NA,y,y
UCR0105244,NA,NA,NA,NA,NA,NA,y,y
UCR0105259,3.2924242424545453,0.18181818181818182,0.7272727272727273,0.8181818181818182,1.2727272727272727,0.2727272727272727,y,y
UCR0105260,2.944444444,0,5,11,0,2,y,y
UCR0105261,3.3333333333333335,1,1.3333333333333333,0.6666666666666666,0.6666666666666666,2,y,y
UCR0105262,2.1037037036666666,1,1.1111111111111112,0,0.6666666666666666,0.1111111111111111,y,y
UCR0105263,2.5095238095,3.5,2.25,0.75,2.25,0.75,y,y
UCR0105264,3.029004329,0.8181818181818182,1.1818181818181819,0.45454545454545453,1.1818181818181819,0.45454545454545453,y,y
UCR0105265,2.9831689677692306,0.8461538461538461,2.076923076923077,1.6923076923076923,2,0.7692307692307693,y,y
UCR0105266,2.41666666675,0.5,1,0.5,0.25,0.25,y,y
UCR0105267,2.8413071896,0.8,2.4,2.2,3,0.6,y,y
UCR0105292,4,0,3,4,11,10,y,y
UCSB030026,NA,1.3333333333333333,0.6666666666666666,0.1111111111111111,0,0,y,n
UCSB030027,1.426190476,2.4,1.2,0,0.2,0,y,y
UCSB030028,2.4583333334999997,2,3,1,2.5,0,y,y
UCSB030030,1.9135672514,3.6,2.4,0.6,1.6,0.2,y,y
UCSB030033,1.6888471176,4.6,4.4,1,0.6,0,y,y
UCSB030034,1.947368421,10,3,3,3,0,y,y
UCSB030035,NA,NA,NA,NA,NA,NA,y,n
UCSB030036,NA,NA,NA,NA,NA,NA,y,y
UCSB030037,2.903225806,7,7,3,10,4,y,y
UCSB030038,2.6029411765,3.5,4,0.5,5,0.5,y,y
UCSB030039,2.125,0,1.25,0.25,0,0,y,n
UCSB030040,NA,NA,NA,NA,NA,NA,y,y
UCSB030041,3.62962963,2,3,6,8,8,y,y
UCSB030042,2.824501424666667,2.3333333333333335,2.6666666666666665,2,2.3333333333333335,1.3333333333333333,y,y
UCSB030043,2.648148148333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,2,1,y,y
UCSB030044,NA,NA,NA,NA,NA,NA,y,y
UCSB030045,2.35,7,5,3,4,1,y,y
UCSB030049,2.4833333333333334,1,2,0.3333333333333333,1,0.3333333333333333,y,y
UCSB030050,1.6037878788333333,6,3.1666666666666665,0.8333333333333334,0.5,0,y,y
UCSB030051,2.551724138,8,8,3,9,1,y,y
UCSB030052,1.5,1,1,0,0,0,y,n
UCSB030053,1.7857142855,7.5,5.5,1,1,0,y,y
UCSB030054,2.1805555555,6.5,1.5,4.5,2.5,0,y,y
UCSB030055,1.857142857,3,3,0,1,0,y,y
UCSB030056,1.88928571425,2.5,1.25,0.75,1,0,y,y
UCSB030057,1.333333333,2,1,0,0,0,y,n
UCSB030058,2.775,0.5,1.5,1,1.5,0,y,y
UCSB030059,1.9375,0.125,1,0,0,0,y,n
UCSB030060,1.984623016,3,3.5,0.75,1,0,y,y
UCSB030061,2.5555555556666665,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,y,y
UCSB030062,1.629403409,3.75,3.125,0.875,0,0,y,n
UCSB030063,1.392063492,4.333333333333333,2.3333333333333335,0.16666666666666666,0,0,y,n
UCSB030064,1.5642857145,5.5,2.5,0,1.5,0,y,y
UCSB030065,2.1916666665999998,2,2.2,0,1.4,0,y,y
UCSB030066,1.7777777778333332,0.6666666666666666,0.8333333333333334,0.16666666666666666,0,0,y,n
UCSB030067,2.232142857,4,6,3.5,3.5,0,y,y
UCSB030068,2.6808823530000003,8,6,3.5,7.5,2,y,y
UCSB030070,1.7777777776666666,1,1,0.3333333333333333,0,0,y,n
UCSB030071,2.6805555555,1.25,1.25,1.5,2.25,0,y,y
UCSB030072,2.9166666666666665,0.3333333333333333,1,0.6666666666666666,1.6666666666666667,0,y,y
UCSB030074,2.14772727275,2.75,2.25,0.25,1.25,0.25,y,y
UCSB030075,1.9857142855,2.5,2,0.5,0.5,0.5,y,y
UCSB030076,NA,NA,NA,NA,NA,NA,y,y
UCSB030078,1.6755555555,2.2,1.3,0.1,0.4,0,y,y
UCSB030080,1.75,9,4,1,2,0,y,y
UCSB030081,1.2916666664999998,4.5,1,0.5,0.5,0,y,y
UCSB030082,3,3,1,4,5,1,y,y
UCSB030083,2.5757575755,2.5,2,0,4,0,y,y
UCSB030084,1.5,1,1,0,0,0,y,n
UCSB030085,3.071428571,3,2,1,7,1,y,y
UCSB030086,1.925,2.25,1.75,0.75,0.5,0,y,y
UCSB030087,1.5833333335000002,1.5,2,0,0,0,y,n
UCSB030088,2.1458333335,2,2.5,1,0.5,0,y,y
UCSB030089,2.739130435,2,11,3,5,2,y,y
UCSB030090,3.243243243,9,23,29,32,18,y,y
UCSB030091,2.1111111111666667,0.5,1.5,0,0.3333333333333333,0,y,y
UCSB030092,2.875,0,0.5,1,0.5,0.5,y,y
UCSB030093,2,6,3,2,2,0,y,y
UCSB030094,3.685714286,6,1,4,11,13,y,y
UCSB030095,1.9,2.25,1.75,1.25,0.25,0,y,y
UCSB030096,1.75,2,4,0,0.3333333333333333,0,y,y
UCSB030097,1.5416666664999998,1.75,1.25,0,0.25,0,y,y
UCSB030098,NA,NA,NA,NA,NA,NA,y,y
UCSB030099,1.55,4,4,0,0,0,y,n
UCSB030100,2.0625,2,2,2,0,0,y,n
UCSB030401,2.83092105275,3.5,3.25,2.75,4,1.25,y,y
UCSB030402,1.880952381,1.3333333333333333,1,0.6666666666666666,0.3333333333333333,0,y,y
UCSB030403,NA,NA,NA,NA,NA,NA,y,n
UCSB030404,2.0625,8.5,5,4.5,3.5,1,y,y
UCSB030405,2,0,1,0,0,0,y,n
UCSB030407,2.65,1,1,1.5,0.5,0.5,y,y
UCSB030408,1.6944444443333333,2,1.3333333333333333,0.3333333333333333,0.3333333333333333,0,y,y
UCSB030409,1.6180555555,2.25,1.5,0.25,0.25,0,y,y
UCSB030410,1.291111111,5.2,2.2,0,0,0,y,n
UCSB032711,3.1388521965000002,2,3.75,2.5,4.25,2.5,y,y
UCSB039252,NA,NA,NA,NA,NA,NA,n,y
UCSB040304,2.592592593,7,5,9,4,2,y,y
